Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio;;
TPE-p-00000-05530;transfermovil;12 de octubre de 2022;eugeniobarreraquevedo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05529;transfermovil;12 de octubre de 2022;yamisleydisolivarodriguez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05528;transfermovil;12 de octubre de 2022;hancel1201;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05527;transfermovil;12 de octubre de 2022;yunelquis.pena;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05526;transfermovil;12 de octubre de 2022;yamisleidishernandezflor;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05525;transfermovil;12 de octubre de 2022;reynaheikel82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05523;transfermovil;12 de octubre de 2022;dvegadiez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05521;transfermovil;12 de octubre de 2022;beatrizguerra151;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05520;transfermovil;12 de octubre de 2022;morpheus6364;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05518;transfermovil;12 de octubre de 2022;arelid90;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05516;transfermovil;12 de octubre de 2022;ericyeli0217;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05514;transfermovil;12 de octubre de 2022;andresesteban.areas67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05513;transfermovil;12 de octubre de 2022;aliciatrsut2021;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05511;transfermovil;12 de octubre de 2022;yoheniaguisaosanchez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05352;transfermovil;8 de octubre de 2022;emeurysc;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05350;transfermovil;8 de octubre de 2022;yuniaoquendo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05348;transfermovil;8 de octubre de 2022;frankqsj;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05347;transfermovil;8 de octubre de 2022;diannelysrojas1989;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05346;transfermovil;8 de octubre de 2022;delgadoflorinmercedes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05342;transfermovil;8 de octubre de 2022;estevezmatoszulay;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05341;transfermovil;8 de octubre de 2022;aymujica;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05340;transfermovil;8 de octubre de 2022;cabreracruzalejandro18;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05338;transfermovil;8 de octubre de 2022;nadiag.santana86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05337;transfermovil;8 de octubre de 2022;isrrael91;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05335;transfermovil;8 de octubre de 2022;alainvl95;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05334;transfermovil;8 de octubre de 2022;jose.cuervo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05331;transfermovil;8 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05332;transfermovil;8 de octubre de 2022;ivanmichel930511;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05330;transfermovil;8 de octubre de 2022;eric.cobas;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05327;transfermovil;8 de octubre de 2022;cpupo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05325;transfermovil;8 de octubre de 2022;maylen2016;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05323;transfermovil;8 de octubre de 2022;mayuti;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05321;transfermovil;8 de octubre de 2022;lisbetpbpsc;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05319;transfermovil;8 de octubre de 2022;javieralbertoc;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05317;transfermovil;8 de octubre de 2022;lcruzreygada;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05315;transfermovil;8 de octubre de 2022;reynaheikel82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05314;transfermovil;8 de octubre de 2022;jayli99;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05312;transfermovil;8 de octubre de 2022;rojasorodannely;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05310;transfermovil;8 de octubre de 2022;rleyvaaguero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05308;transfermovil;8 de octubre de 2022;misaglez50;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05307;transfermovil;8 de octubre de 2022;oscarhechavarria92;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05305;transfermovil;8 de octubre de 2022;yannelisarias;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05304;transfermovil;8 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05303;transfermovil;8 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05301;transfermovil;8 de octubre de 2022;yusleny12;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05300;transfermovil;8 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05298;transfermovil;8 de octubre de 2022;yisel.stban;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05297;transfermovil;8 de octubre de 2022;clau21;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05296;transfermovil;8 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05293;transfermovil;8 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05292;transfermovil;8 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05291;transfermovil;8 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05289;transfermovil;8 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05287;transfermovil;8 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05286;transfermovil;8 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05284;transfermovil;8 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05282;transfermovil;8 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05278;transfermovil;8 de octubre de 2022;eliofrankh;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05276;transfermovil;8 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05273;transfermovil;8 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05272;transfermovil;8 de octubre de 2022;tellezyadira74;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05271;transfermovil;8 de octubre de 2022;tunastanita74;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05267;transfermovil;8 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05263;transfermovil;8 de octubre de 2022;anniemarin89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05256;transfermovil;8 de octubre de 2022;yuniaoquendocarton;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05254;transfermovil;8 de octubre de 2022;yisel.stban;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05252;transfermovil;8 de octubre de 2022;luis.reyes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05251;transfermovil;8 de octubre de 2022;odalisgallo69;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05249;transfermovil;8 de octubre de 2022;yaqueline.laffita;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05248;transfermovil;8 de octubre de 2022;jeremifillor;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05246;transfermovil;8 de octubre de 2022;ariguerraleyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05242;transfermovil;8 de octubre de 2022;gabo1515;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05241;transfermovil;8 de octubre de 2022;yaldi7604;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05239;transfermovil;8 de octubre de 2022;mantillaurquizak;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05237;transfermovil;8 de octubre de 2022;niulvisbarreromaury;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05236;transfermovil;8 de octubre de 2022;mayedoyordan;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05233;transfermovil;8 de octubre de 2022;rosayanet74;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05232;transfermovil;8 de octubre de 2022;mariagnachi;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05230;transfermovil;8 de octubre de 2022;lorenzasantiestebanfontaine;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05228;transfermovil;8 de octubre de 2022;aracelis.delrio52;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05227;transfermovil;8 de octubre de 2022;jose.cuervo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05225;transfermovil;8 de octubre de 2022;elizabeth.chavez3873;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05223;transfermovil;8 de octubre de 2022;ernestopo1995;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05222;transfermovil;8 de octubre de 2022;dinaracruz5;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05221;transfermovil;8 de octubre de 2022;alcolea.1974;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05220;transfermovil;8 de octubre de 2022;lujar;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05219;transfermovil;8 de octubre de 2022;liudmy020;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05218;transfermovil;8 de octubre de 2022;yunelquis.pena;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05217;transfermovil;8 de octubre de 2022;k.pena9209;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05215;transfermovil;8 de octubre de 2022;darkenisbatista27;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05214;transfermovil;8 de octubre de 2022;ana.aguilera;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05213;transfermovil;8 de octubre de 2022;lichac;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05211;transfermovil;8 de octubre de 2022;arianna.toledo89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05212;transfermovil;8 de octubre de 2022;juancarloscusido;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05209;transfermovil;8 de octubre de 2022;adriacampo67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05208;transfermovil;8 de octubre de 2022;vivianoro20;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05206;transfermovil;8 de octubre de 2022;almacencaribe7;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05204;transfermovil;8 de octubre de 2022;luisenriqueacosta1987;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05203;transfermovil;8 de octubre de 2022;yoerlin2017;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05202;transfermovil;8 de octubre de 2022;baby850914;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05201;transfermovil;8 de octubre de 2022;yenyselltorrespupo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05199;transfermovil;8 de octubre de 2022;luis.rivero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05196;transfermovil;8 de octubre de 2022;tania.dominguez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05197;transfermovil;8 de octubre de 2022;virjader73;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05195;transfermovil;8 de octubre de 2022;alianarodriguezp;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05194;transfermovil;8 de octubre de 2022;eneidaespinosa55;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05193;transfermovil;8 de octubre de 2022;yudier861222;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05191;transfermovil;8 de octubre de 2022;marielarivasleyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05189;transfermovil;8 de octubre de 2022;nicoladivari2022;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05187;transfermovil;8 de octubre de 2022;wiliam1985as;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05185;transfermovil;8 de octubre de 2022;andresesteban.areas67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05183;transfermovil;8 de octubre de 2022;dayanacorrales26;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05182;transfermovil;8 de octubre de 2022;anaikis.ml;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05181;transfermovil;8 de octubre de 2022;liannetreyes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05177;transfermovil;8 de octubre de 2022;deniacgs86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05176;transfermovil;8 de octubre de 2022;delvisc65;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05173;transfermovil;8 de octubre de 2022;yalietcamejoquinones;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05174;transfermovil;8 de octubre de 2022;carlosluisfernandezmartinez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05172;transfermovil;8 de octubre de 2022;aabreulei;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05171;transfermovil;8 de octubre de 2022;imandrapelaez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05169;transfermovil;8 de octubre de 2022;yusleydiff;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05168;transfermovil;8 de octubre de 2022;yaimamolinatellez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05165;transfermovil;8 de octubre de 2022;lilianrojasescalona;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05166;transfermovil;8 de octubre de 2022;yaimericardoramos;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05164;transfermovil;8 de octubre de 2022;yanarachavezalarcon;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05163;transfermovil;8 de octubre de 2022;chaveslisbeth9;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05161;transfermovil;8 de octubre de 2022;raulbarcelolicea;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05160;transfermovil;8 de octubre de 2022;yolexifa;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05159;transfermovil;8 de octubre de 2022;dailysolis;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05096;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05094;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05093;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05092;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05089;transfermovil;6 de octubre de 2022;izaiavalera;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05074;transfermovil;6 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05071;transfermovil;6 de octubre de 2022;liselias181007;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05070;transfermovil;6 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05067;transfermovil;6 de octubre de 2022;morarolando60;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05065;transfermovil;6 de octubre de 2022;panequemiguelantonio;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05053;transfermovil;6 de octubre de 2022;lilianacruzreygada;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05048;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05047;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05046;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05045;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05040;transfermovil;6 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05034;transfermovil;6 de octubre de 2022;darkenisbatista27;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05032;transfermovil;6 de octubre de 2022;damarysproenzarivero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05029;transfermovil;6 de octubre de 2022;frometasosa;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05027;transfermovil;6 de octubre de 2022;yusleydiff;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05026;transfermovil;6 de octubre de 2022;yamisleidis920809;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05024;transfermovil;6 de octubre de 2022;arigleyva95;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05022;transfermovil;6 de octubre de 2022;yancelys;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05021;transfermovil;6 de octubre de 2022;carbonellnunezjoseluis;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05020;transfermovil;6 de octubre de 2022;patrys.jorge;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05018;transfermovil;6 de octubre de 2022;emiliobtellez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05017;transfermovil;6 de octubre de 2022;mariateresa.ricardo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05016;transfermovil;6 de octubre de 2022;sergioespinosaqwe;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05014;transfermovil;6 de octubre de 2022;naranda740721;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05012;transfermovil;6 de octubre de 2022;diannelysrojas1989;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05010;transfermovil;6 de octubre de 2022;martharosaescalona;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05008;transfermovil;6 de octubre de 2022;maritzaverdecia498;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05007;transfermovil;6 de octubre de 2022;neyisricardaleiva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05005;transfermovil;6 de octubre de 2022;dvegadiez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05001;transfermovil;6 de octubre de 2022;zenoyda;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05000;transfermovil;6 de octubre de 2022;daniarodriguezpolanco;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04999;transfermovil;6 de octubre de 2022;iraidayp;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04997;transfermovil;6 de octubre de 2022;pedro.infante;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04995;transfermovil;6 de octubre de 2022;manolito5809;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04994;transfermovil;6 de octubre de 2022;gondresyesenia034;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04993;transfermovil;6 de octubre de 2022;kireniap82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04992;transfermovil;6 de octubre de 2022;guisaobarban;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04990;transfermovil;6 de octubre de 2022;annelisvazquez123;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04988;transfermovil;6 de octubre de 2022;colonmarinoyaima;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04987;transfermovil;6 de octubre de 2022;gina2808;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04985;transfermovil;6 de octubre de 2022;leonelrg;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04984;transfermovil;6 de octubre de 2022;tellezyadira74;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04983;transfermovil;6 de octubre de 2022;danuris.albuernes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04982;transfermovil;6 de octubre de 2022;leyvaalejandro66;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04980;transfermovil;6 de octubre de 2022;loyda.tornet;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04979;transfermovil;6 de octubre de 2022;yimerlaffita83;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04977;transfermovil;6 de octubre de 2022;lazara7801;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04975;transfermovil;6 de octubre de 2022;pipourquizagonzalez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04974;transfermovil;6 de octubre de 2022;cardenascorralesy;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04973;transfermovil;6 de octubre de 2022;anietramirez2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04971;transfermovil;6 de octubre de 2022;lisyanet9708;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04969;transfermovil;6 de octubre de 2022;marianelao87;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04968;transfermovil;6 de octubre de 2022;katia762804;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04967;transfermovil;6 de octubre de 2022;moraleyvab;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04965;transfermovil;6 de octubre de 2022;rolandorpc;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04963;transfermovil;6 de octubre de 2022;ernesto.miguel;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04961;transfermovil;6 de octubre de 2022;maryenymanzano73;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04959;transfermovil;6 de octubre de 2022;babyd67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04957;transfermovil;6 de octubre de 2022;salteymateodayami;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04955;transfermovil;6 de octubre de 2022;raymar2908;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04953;transfermovil;6 de octubre de 2022;liettysanjuan91;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04951;transfermovil;6 de octubre de 2022;yudisleidysnaranjolinares;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04949;transfermovil;6 de octubre de 2022;nancytrust67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04947;transfermovil;6 de octubre de 2022;byaneicy;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04946;transfermovil;6 de octubre de 2022;joseph77;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04944;transfermovil;6 de octubre de 2022;yuleidirojasrodriguez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04940;transfermovil;6 de octubre de 2022;pedromontejolopez81;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04939;transfermovil;6 de octubre de 2022;dayamidph;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04938;transfermovil;6 de octubre de 2022;carlosgleal79;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04937;transfermovil;6 de octubre de 2022;yoanka72;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04919;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04916;transfermovil;5 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04915;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04914;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04913;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04912;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04911;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04909;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04907;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04903;transfermovil;5 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04864;transfermovil;5 de octubre de 2022;danialakeacosta;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04860;transfermovil;5 de octubre de 2022;lanrymedinagonzalez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04859;transfermovil;5 de octubre de 2022;magdelaine71;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04857;transfermovil;5 de octubre de 2022;patrys.jorge;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04855;transfermovil;5 de octubre de 2022;anibal7409;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04853;transfermovil;5 de octubre de 2022;alejandro.9602;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04849;transfermovil;5 de octubre de 2022;heberalej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04847;transfermovil;5 de octubre de 2022;rolandoluismerino;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04845;transfermovil;5 de octubre de 2022;antonio.borges;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04844;transfermovil;5 de octubre de 2022;liudmy020;delivered;Tienda Virtual U...;CUP;237.1;;
