Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio
TPE-p-00000-10045;transfermovil;12 de noviembre de 2022;nadiag.santana86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10044;transfermovil;12 de noviembre de 2022;kadiralvarez800;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10042;transfermovil;12 de noviembre de 2022;lmariaelena279;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10040;transfermovil;12 de noviembre de 2022;aliciatrsut2021;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09895;transfermovil;10 de noviembre de 2022;julianarichardyo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09891;transfermovil;10 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09889;transfermovil;10 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09888;transfermovil;10 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09886;transfermovil;10 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09884;transfermovil;10 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09881;transfermovil;10 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09878;transfermovil;10 de noviembre de 2022;rachelcarixx;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09873;transfermovil;10 de noviembre de 2022;rachelcarixx;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09867;transfermovil;10 de noviembre de 2022;morarolando60;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09865;transfermovil;10 de noviembre de 2022;morarolando60;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09863;transfermovil;10 de noviembre de 2022;ranyis.ramos;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09860;transfermovil;10 de noviembre de 2022;anapereztunas;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09858;transfermovil;10 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09854;transfermovil;10 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09794;transfermovil;10 de noviembre de 2022;manueltelleznunez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09790;transfermovil;10 de noviembre de 2022;kireniap82;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09785;transfermovil;10 de noviembre de 2022;katherine05;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09784;transfermovil;10 de noviembre de 2022;lya07;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09782;transfermovil;10 de noviembre de 2022;reinathalia86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09781;transfermovil;10 de noviembre de 2022;yamilkamoreno0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09780;transfermovil;10 de noviembre de 2022;zenia8010;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09778;transfermovil;10 de noviembre de 2022;danialakeacosta;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09776;transfermovil;10 de noviembre de 2022;diannelysrojas1989;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09775;transfermovil;10 de noviembre de 2022;maf09;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09774;transfermovil;10 de noviembre de 2022;mariautra;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09773;transfermovil;10 de noviembre de 2022;perezsantayamayelin;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09771;transfermovil;10 de noviembre de 2022;gbg;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09769;transfermovil;10 de noviembre de 2022;aniuskaavilar82;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09768;transfermovil;10 de noviembre de 2022;abelramirezcaballero1996;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09767;transfermovil;10 de noviembre de 2022;k.pena9209;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09765;transfermovil;10 de noviembre de 2022;carloselcross;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09763;transfermovil;10 de noviembre de 2022;asalgueiro1983;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09762;transfermovil;10 de noviembre de 2022;odalysdiaz112;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09761;transfermovil;10 de noviembre de 2022;tunastanita74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09759;transfermovil;10 de noviembre de 2022;yuniaoquendo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09757;transfermovil;10 de noviembre de 2022;yusidiazc;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09755;transfermovil;10 de noviembre de 2022;denis171175;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09753;transfermovil;10 de noviembre de 2022;yannarygonzalez79;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09749;transfermovil;10 de noviembre de 2022;alianne.alfonso;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09748;transfermovil;10 de noviembre de 2022;misleidy7902;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09746;transfermovil;10 de noviembre de 2022;jorgitost812;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09745;transfermovil;10 de noviembre de 2022;gallaryelenis;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09742;transfermovil;10 de noviembre de 2022;anniemarin89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09739;transfermovil;10 de noviembre de 2022;elizabeth.proenza;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09736;transfermovil;10 de noviembre de 2022;dayi051189;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09735;transfermovil;10 de noviembre de 2022;mferrasperez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09733;transfermovil;10 de noviembre de 2022;zahyli.otero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09730;transfermovil;10 de noviembre de 2022;miraidaricardo40;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09729;transfermovil;10 de noviembre de 2022;carlosluisfernandezmartinez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09728;transfermovil;10 de noviembre de 2022;principitojd;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09727;transfermovil;10 de noviembre de 2022;marled;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09725;transfermovil;10 de noviembre de 2022;ailtor8512;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09721;transfermovil;10 de noviembre de 2022;onilberld7512;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09718;transfermovil;10 de noviembre de 2022;anaelsa;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09716;transfermovil;10 de noviembre de 2022;zenia8010;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09717;transfermovil;10 de noviembre de 2022;rosayanet74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09679;transfermovil;9 de noviembre de 2022;andresesteban.areas67;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09675;transfermovil;9 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09672;transfermovil;9 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09657;transfermovil;9 de noviembre de 2022;charlesmartinez.nurys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09655;transfermovil;9 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09653;transfermovil;9 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09652;transfermovil;9 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09651;transfermovil;9 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09650;transfermovil;9 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09639;transfermovil;9 de noviembre de 2022;martin.jodar;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09637;transfermovil;9 de noviembre de 2022;garridoanisley;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09636;transfermovil;9 de noviembre de 2022;yanetdpvlt;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09635;transfermovil;9 de noviembre de 2022;denia466;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09617;transfermovil;9 de noviembre de 2022;raulbarcelolicea;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09616;transfermovil;9 de noviembre de 2022;frometasosa;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09615;transfermovil;9 de noviembre de 2022;vivianoro20;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09614;transfermovil;9 de noviembre de 2022;margotpp59;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09612;transfermovil;9 de noviembre de 2022;jrovira596;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09611;transfermovil;9 de noviembre de 2022;yaqueline.laffita;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09610;transfermovil;9 de noviembre de 2022;alonsoarletis8809;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09609;transfermovil;9 de noviembre de 2022;isabellixandrac;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09607;transfermovil;9 de noviembre de 2022;darlenisfernandez263;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09606;transfermovil;9 de noviembre de 2022;yoannier.acosta;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09603;transfermovil;9 de noviembre de 2022;evelynlorenzo447;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09599;transfermovil;9 de noviembre de 2022;libelycedenogalindo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09598;transfermovil;9 de noviembre de 2022;iosbany.quintero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09596;transfermovil;9 de noviembre de 2022;luis.reyes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09595;transfermovil;9 de noviembre de 2022;lourdesgonzalezllanes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09594;transfermovil;9 de noviembre de 2022;mairepompaz77;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09593;transfermovil;9 de noviembre de 2022;saraih;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09592;transfermovil;9 de noviembre de 2022;beaton112;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09591;transfermovil;9 de noviembre de 2022;daysytuenvio;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09590;transfermovil;9 de noviembre de 2022;nelsyschacon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09589;transfermovil;9 de noviembre de 2022;minabahamas;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09588;transfermovil;9 de noviembre de 2022;rbatistaq1996;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09585;transfermovil;9 de noviembre de 2022;yerarvl;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09583;transfermovil;9 de noviembre de 2022;yamisleidishernandezflor;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09578;transfermovil;9 de noviembre de 2022;leticiafernandezfernandez1969;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09574;transfermovil;9 de noviembre de 2022;maria960925;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09571;transfermovil;9 de noviembre de 2022;mayelinafk;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09572;transfermovil;9 de noviembre de 2022;maf09;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09570;transfermovil;9 de noviembre de 2022;raul.8711;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09569;transfermovil;9 de noviembre de 2022;adonis48ca;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09568;transfermovil;9 de noviembre de 2022;c648615;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09566;transfermovil;9 de noviembre de 2022;moraleyvab;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09565;transfermovil;9 de noviembre de 2022;rolandoluismerino;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09563;transfermovil;9 de noviembre de 2022;frankparra0866;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09561;transfermovil;9 de noviembre de 2022;misaglez50;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09559;transfermovil;9 de noviembre de 2022;morpheus6364;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09558;transfermovil;9 de noviembre de 2022;mayegarcia8208;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09557;transfermovil;9 de noviembre de 2022;onilberld7512;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09554;transfermovil;9 de noviembre de 2022;lidicy69;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09551;transfermovil;9 de noviembre de 2022;juancarloscusido;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09547;transfermovil;9 de noviembre de 2022;lisi.mena86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09532;transfermovil;8 de noviembre de 2022;charlesmartinez.nurys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09531;transfermovil;8 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09526;transfermovil;8 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09524;transfermovil;8 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09522;transfermovil;8 de noviembre de 2022;charlesmartinez.nurys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09516;transfermovil;8 de noviembre de 2022;jochy81;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09511;transfermovil;8 de noviembre de 2022;jochy81;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09506;transfermovil;8 de noviembre de 2022;jochy81;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09502;transfermovil;8 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09497;transfermovil;8 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09489;transfermovil;8 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09488;transfermovil;8 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09483;transfermovil;8 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09481;transfermovil;8 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09476;transfermovil;8 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09386;transfermovil;8 de noviembre de 2022;juako.garcia9517;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09384;transfermovil;8 de noviembre de 2022;ptatiana593;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09382;transfermovil;8 de noviembre de 2022;yudith.gongora;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09379;transfermovil;8 de noviembre de 2022;lmariaelena279;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09376;transfermovil;8 de noviembre de 2022;mailinps1987;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09375;transfermovil;8 de noviembre de 2022;diosmari70;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09373;transfermovil;8 de noviembre de 2022;rpfernandez1994;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09371;transfermovil;8 de noviembre de 2022;byaneicy;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09370;transfermovil;8 de noviembre de 2022;daysytuenvio;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09368;transfermovil;8 de noviembre de 2022;yoerlin2017;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09366;transfermovil;8 de noviembre de 2022;lietyamelia;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09365;transfermovil;8 de noviembre de 2022;maritzaverdecia498;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09364;transfermovil;8 de noviembre de 2022;patryparedes1962;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09362;transfermovil;8 de noviembre de 2022;sabrijorge2004;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09360;transfermovil;8 de noviembre de 2022;cobasyanet;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09359;transfermovil;8 de noviembre de 2022;luis.reyes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09357;transfermovil;8 de noviembre de 2022;helenqa;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09355;transfermovil;8 de noviembre de 2022;djasbel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09353;transfermovil;8 de noviembre de 2022;lisbetpbpsc;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09351;transfermovil;8 de noviembre de 2022;cancerltu;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09350;transfermovil;8 de noviembre de 2022;andresesteban.areas67;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09347;transfermovil;8 de noviembre de 2022;gonzalezperezjorgeluis8;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09346;transfermovil;8 de noviembre de 2022;lidisbetzaldivarpena;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09344;transfermovil;8 de noviembre de 2022;diannelysrojas1989;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09342;transfermovil;8 de noviembre de 2022;yordiburgueno;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09339;transfermovil;8 de noviembre de 2022;luisangelr894;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09337;transfermovil;8 de noviembre de 2022;turruellesm;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09341;transfermovil;8 de noviembre de 2022;nadiag.santana86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09335;transfermovil;8 de noviembre de 2022;mariateresa.ricardo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09332;transfermovil;8 de noviembre de 2022;idaer.molina;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09330;transfermovil;8 de noviembre de 2022;zenia8010;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09329;transfermovil;8 de noviembre de 2022;maikelsofiel81;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09328;transfermovil;8 de noviembre de 2022;restobaqueroyaniuska;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09326;transfermovil;8 de noviembre de 2022;cesarmerino6603;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09324;transfermovil;8 de noviembre de 2022;diamelishdezsanchez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09322;transfermovil;8 de noviembre de 2022;katherine05;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09320;transfermovil;8 de noviembre de 2022;idelfonsogf230162;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09318;transfermovil;8 de noviembre de 2022;eliohechavarria328;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09315;transfermovil;8 de noviembre de 2022;yaquelinelg;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09314;transfermovil;8 de noviembre de 2022;pascualosorioperez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09313;transfermovil;8 de noviembre de 2022;beatrizguerra151;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09311;transfermovil;8 de noviembre de 2022;inesmaryr;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09309;transfermovil;8 de noviembre de 2022;dailysolis;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09307;transfermovil;8 de noviembre de 2022;marilaura.silva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09306;transfermovil;8 de noviembre de 2022;anietramirez2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09283;transfermovil;7 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09282;transfermovil;7 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09279;transfermovil;7 de noviembre de 2022;greicisoria89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09274;transfermovil;7 de noviembre de 2022;jochy81;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09271;transfermovil;7 de noviembre de 2022;yudirafa2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09269;transfermovil;7 de noviembre de 2022;yudirafa2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09266;transfermovil;7 de noviembre de 2022;charlesmartinez.nurys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09262;transfermovil;7 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09259;transfermovil;7 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09254;transfermovil;7 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09251;transfermovil;7 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09247;transfermovil;7 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09238;transfermovil;7 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09226;transfermovil;7 de noviembre de 2022;yudirafa2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09158;transfermovil;7 de noviembre de 2022;marlenlopezdesdin;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09154;transfermovil;7 de noviembre de 2022;andresesteban.areas67;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09151;transfermovil;7 de noviembre de 2022;yusleydiscl;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09148;transfermovil;7 de noviembre de 2022;wilsondh1987;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09145;transfermovil;7 de noviembre de 2022;jrovira596;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09141;transfermovil;7 de noviembre de 2022;osmaida.alarcon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09139;transfermovil;7 de noviembre de 2022;mariadelcarmengonzalezbarreda;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09136;transfermovil;7 de noviembre de 2022;oscarmayer;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09134;transfermovil;7 de noviembre de 2022;mcruzmarino;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09133;transfermovil;7 de noviembre de 2022;leticiaoro70;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09131;transfermovil;7 de noviembre de 2022;mayraines63;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09129;transfermovil;7 de noviembre de 2022;cardenascorralesy;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09128;transfermovil;7 de noviembre de 2022;katherine05;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09126;transfermovil;7 de noviembre de 2022;eliohechavarria328;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09124;transfermovil;7 de noviembre de 2022;yvega82;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09123;transfermovil;7 de noviembre de 2022;iraidayp;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09122;transfermovil;7 de noviembre de 2022;oaranda520108;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09121;transfermovil;7 de noviembre de 2022;claudiaeliset;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09119;transfermovil;7 de noviembre de 2022;grethel.leo1807;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09116;transfermovil;7 de noviembre de 2022;yordanis.ceballo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09115;transfermovil;7 de noviembre de 2022;liset.torres;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09111;transfermovil;7 de noviembre de 2022;kireniap82;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09110;transfermovil;7 de noviembre de 2022;yaniselmustelier1;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09108;transfermovil;7 de noviembre de 2022;lidicy69;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09106;transfermovil;7 de noviembre de 2022;carlosluisfernandezmartinez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09104;transfermovil;7 de noviembre de 2022;alientodc25;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09103;transfermovil;7 de noviembre de 2022;deniacgs86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09100;transfermovil;7 de noviembre de 2022;rleyvaaguero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09099;transfermovil;7 de noviembre de 2022;avilaaz60;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09097;transfermovil;7 de noviembre de 2022;aljesuscaballero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09096;transfermovil;7 de noviembre de 2022;diagoarianna;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09094;transfermovil;7 de noviembre de 2022;rarevalomayedo;on-delivery;Tienda Virtual U...;CUP;237.11
